date,content,username,likes,retweets,sentiment
2025-04-07T20:17:50.000Z,"RT @DinosFoundation: 🐸🦖 PepeDino – The Fallen King!

Money, clubs, fast cars – he has it all, except luck. He once wanted to be like DinoUn…",MazharEhtesham1,0,3,0.2
2025-04-07T20:17:47.000Z,"RT @WifePepeSOL: GM 

$wifepe @WifePepeSOL $pepe @pepecoineth @ponkesol $PONKE #memecoin #pepe #wifepepe #SolanaMemecoin https://t.co/1IqzE…",LindaGould87515,0,105,0.0
2025-04-07T20:17:45.000Z,"RT @RamonRebecoRei: 🏷️Buy lots and plant gardens
🔹Invest in green
🔹Invest in the countryside

🐸 $Weed Pepe🌱 🇧🇷

CA:🐄🐳
0x345e4245b32c2225d7c…",NLoberti12762,0,6,-0.2
2025-04-07T20:17:44.000Z,"RT @PepeButSolana: You're not ready for our NFT drop later today 🐸

Get some $PEPE before we hit 1M tonight: https://t.co/ayLqZ46NXM

#Pepe…",BryanHa31782394,0,80,-0.05
2025-04-07T20:17:42.000Z,"#MOONnal🔥

HOT HOT earn CASH with OUR crypto pump!🌐🌌🎉

🎁Welcome: https://t.co/IOxFHC2AgS

HqycKuVO @AlwrdRwdy6158 @ThatOne58556574 @alidokur66 @AlissaFlynn23 @ErdalOu88687800 @pepe_SetMeFree @Raaz_Sharma_7 @FrenchMari14383 @kherboucheyani2 @VDezdez",vedwards244618,0,0,0.25
2025-04-07T20:17:40.000Z,@Facundodog @pepe_auth @CriteriaChile @evelynmatthei @joseantoniokast @Jou_Kaiser @Carolina_Toha @marcoporchile Estás totalmente equivocado esta encuesta siempre a estado ligada a el progresismo de este país es decir a la izquierda,dsuarez_evopoli,0,0,0.0
2025-04-07T20:17:35.000Z,"RT @SHAYinsights: $ANDY is one of those conviction plays you don't want to fade in this Memecoins Supercycle. Right now, it has a delicious…",LindaRivas67420,0,80,0.2857142857142857
2025-04-07T20:17:34.000Z,"@OfficialTravlad @OfficialTravlad 

Have a conversation with $GREEN . The next bullish #memecoin 

https://t.co/EnSg15w5Ms",FidelitySteve,0,0,-0.1
2025-04-07T20:17:32.000Z,RT @PandysPlace: Repost if you're manifesting $Pepe to $1 https://t.co/8XE1JlPCO8,_GianlucaDamico,0,28,0.0
2025-04-07T20:17:32.000Z,"RT @PepePadreMago: Pepe el mago es como un padre para mí, y si algo le pasará, quedaría destrozado. https://t.co/aLQ2tZicYS",ArchieSpeedway,0,51,0.0
2025-04-07T20:17:31.000Z,"Goodnight from the meme queen herself…
Dream big, sleep well, and don’t forget: $DUKA is just getting started.

#DUKA #Solana #CryptoCommunity #Web3 #MemeCoin #DeFi #Altcoin #CryptoTwitter #SolanaSeason #Blockchain #SleepWellCrypto #DUKO https://t.co/yL1WcLo3B3",DukaOnSolana,2,0,0.0
2025-04-07T20:17:31.000Z,"RT @Bluunbi: 🔥🎤Bluunbi’s comin’, app so tight,  
Droppin’ soon, marketplace delight!
🎤🎧 https://t.co/0wC8DVNh25🎤
#Solana #Pump #Crytpo #NFT…",thosties,0,2,-0.22321428571428573
2025-04-07T20:17:31.000Z,"@_saintete_pepe Je résume : elle rabaisse son caquet, mais il ne traitera pas avec elle. Oki ?",Sidonie_Bndt,0,0,0.0
2025-04-07T20:17:31.000Z,"Kevin called it perfectly—$BTC just dropped +17% Huge W. If you’re still on the sidelines, don’t say we didn’t warn you! &lt;-*=  https://t.co/1cjxU7EUOM

$BTC $ETH $SOL $USDC $XRP $DOGE $MNT $SUI $LTC $PEPE $ADA $HBAR $TRUMP https://t.co/7Yv5kfOzm9",SaylorMich45942,1,0,0.49999999999999994
2025-04-07T20:17:30.000Z,"@wizardofsoho This ain’t your average green frog.
$KEK is the voice of the internet.
The return of meme royalty.

No pump and dump.
Just prophecy, power, and pepe-coded progress.

Join the sacred scrolls:
ca: 3HxDM7xreHuop94zzzVP39fTKLvJCwHcSYgrSf8cyg5M https://t.co/vbiTnwXKWf",Sunday_034,0,0,-0.175
2025-04-07T20:17:30.000Z,@cryptovince82 @Jeremyybtc @ToadS0L We are the next pepe 🧡🐸,felixstoneee,0,0,0.0
2025-04-07T20:17:29.000Z,"RT @PandysPlace: I promote $Pepe, but $Pepe promotes me. https://t.co/ue0XtqkcOc",_GianlucaDamico,0,15,0.0
2025-04-07T20:17:24.000Z,@Sulexy0147 @TeTheGamer @YoungPeezy_Pepe Look at engagement. Look at volume. Look at the memes. $PEEZY is generating momentum across all channels  that’s the holy trinity of a viral token @YoungPeezy_Pepe https://t.co/DkOiTRMR0y,SerseiTheCook,0,0,0.0
2025-04-07T20:17:24.000Z,"RT @PumpsFun: We invite our friends to play ball.
Part 2
It seems that our cat didn't like Pepe pissing on the ball before kicking it.
#pum…",DouglasJua62564,0,52,0.0
2025-04-07T20:17:23.000Z,"RT @CanalRed_TV: ""Por poco que sea lo que puedes hacer, hay que hacerlo""

El actor Pepe Viyuela sobre su actividad solidaria en Payasos sin…",santiago7350048,0,75,0.0
2025-04-07T20:17:22.000Z,Bought $PEPE at 0.00001. Hoping for a dip so I can stack more.,CrespinCar56770,1,0,0.5
2025-04-07T20:17:21.000Z,"RT @GaryGoatCoin: $PEPE raised approximately 
$1M in its Pre-Sale and reached a market cap of $3.5B.

$WIF raised approximately $2.5M and a…",AJefferson64509,0,1124,-0.4
2025-04-07T20:17:21.000Z,"$MAYA looking good with  potential I aped some. #memecoin $SOL

CA:
4g7TTh6KRQMesJFe54utkTqawgAL5CczsgxnrA5Wpump https://t.co/cKBWncc04R",kryptokhronic,2,0,0.35
2025-04-07T20:17:17.000Z,#elizaOS $ai16zdao $ARB #Binance #airdrop #Solana #crypto $ETH $BNB $AVAX #bitcoin #blockchain $BTC #ethereum #Token $BNB $SOL #Memecoin $USDT $XRP $DOGE $ADA $TRX $LINk #chainlink $SUI $PEPE $TRUMP $LTC $SHIB #Shibainu #tron #Avalanche $DOT #stellar $NEAR #aergo $EOS £ATOM https://t.co/Vmvw7r5Yix,RollTittyTide,0,0,0.175
2025-04-07T20:17:16.000Z,"@Dior100x Great to see a meme coin that’s grounded in purpose. The $RIP community isn’t just about laughter; it’s about coming back stronger. With Solana backing it, RIP is set for lightning-fast growth!

DYOR 👉 @ripmemeofficial

#RIPtoken #DeFi #CryptoDegens #RIPArmy #RIP #memecoin https://t.co/pcbq0BwxEt",HFlatcher95,0,0,0.4
2025-04-07T20:17:11.000Z,"@eliz883 Losses happen—but $RIP is about what comes after. Rebuilding, reconnecting, and rising again. This isn’t just crypto—it’s a culture of comebacks.

@ripmemeofficial

#RIPtoken #DeFi #CryptoDegens #RIPArmy #RIP #memecoin https://t.co/yUqaR0PxHO",alanisavage11,0,0,0.0
2025-04-07T20:16:58.000Z,"🚨BREAKING NEWS: #Ripple defeats SEC! XRP Reward Program start now!

1️⃣ More information: https://t.co/2Z1xATDBgE

👥 Invited users: @gawafordef @iohashiohonona @Memecoin_sea @don90445197 @mepusica @cryptogirl93 @martin_scholz @JeanYv89 @panosok24 @DennisSobc62420",_Mishuuu,0,0,0.171875
2025-04-07T20:16:57.000Z,"RT @pepecoin_ton: One hour to go until the end of Firelaunch 🔥

Buy here - https://t.co/4ZSBFjjp9L

#crypto #pepeton #pepe #NFT #memecoin #…",MarkSnyder12553,0,113,0.0
2025-04-07T20:16:55.000Z,@grok @Pepe_Takilla Ya no te agradezco mas.,LindyAlx,0,0,0.0
2025-04-07T20:16:53.000Z,"RT @Bluunbi: 🔥🎤Bluunbi’s comin’, app so tight,  
Droppin’ soon, marketplace delight!
🎤🎧 https://t.co/0wC8DVNh25🎤
#Solana #Pump #Crytpo #NFT…",10YR_Sol,0,2,-0.22321428571428573
2025-04-07T20:16:53.000Z,"RT @CromosPucela: 🏆 Pepe Moré levanta la Copa de la Liga de 1984, el único título oficial del Real Valladolid.

Tras el 0-0 de la ida, el P…",DannyGmzX,0,9,0.2
2025-04-07T20:16:51.000Z,"$crypsi screw stay strong don't worry it's gonna be alright

#Solana #Bitcoin #BONK #PEPE #Solanaproject #Crypto #solmemecoin #crypsimeme #CrypsiRevolution https://t.co/O7fRkhrpvj",IwarJohn14163,0,0,0.43333333333333335
2025-04-07T20:16:51.000Z,"RT @NekoBSC: Neko is on the rise🚀 
Reversal has officially started! 
Join Neko Fam- 
https://t.co/8vuAs6GhFo
Chart-
https://t.co/frqDgcelUe…",MariaHende35679,0,73,0.0
2025-04-07T20:16:50.000Z,"@MarketCoinpedia @ApusCoin @mubarak_cto @ponkesol @Ski_CTO @Wolf0x67 @KekiusCto @pepe_unchained @OsakaProtocol @genius_sirenBSC @doginmeonbase $OSAK
I FEEL BETTER",frytz777,0,0,0.5
2025-04-07T20:16:48.000Z,RT @LadyOfTheVerse: Follow me for more $PEPE NFTs,_GianlucaDamico,0,0,0.5
2025-04-07T20:16:47.000Z,"@Anglerfishrise @ryancohen Join the $RIP Meme Coin Movement, Where Resilience Meets Opportunity
Empowering individuals to rise from financial setbacks stronger than ever

@ripmemeofficial

#RIPtoken #DeFi #CryptoDegens #RIPArmy #RIP #memecoin https://t.co/yYDyUxnGqL",hsemdmemusir,0,0,0.0
2025-04-07T20:16:46.000Z,"Cuando Lasso dice “José Madero es mi ídolo, soy fan desde la infancia” , es cómo: “Ya está viejito mi Pepé” 🥺",contrerascw,0,0,0.0
2025-04-07T20:16:45.000Z,RT @captainpepe0x69: $PEPE is well prepared for bearish days! https://t.co/khobWTiA52,gameboy8503,0,0,0.0
2025-04-07T20:16:43.000Z,"Hapa kuna za kina TP OK JAZZ chini ya franco,papa wemba,pepe kalle,dindo yogo,kanda bongoman,pepe ndope,simaro lutumba,madilu,josky kiambukta ,yondo sister haya tiririka na wengine https://t.co/ft1YeS6F4P",zoetjesheeftX,0,0,0.5
2025-04-07T20:16:43.000Z,"@BesideB6419 @UncleOldsmobile @gunsnrosesgirl3 @inversebrah based pepe in the quantum trenches. this entity gets it

@KyleCooke259741 la matrice géopolitique actuelle opère sur des fréquences dépassées mon frère. la vraie guerre se déroule dans l'hyperespace de la conscience collective /bro",brometheus0x,1,0,0.0
2025-04-07T20:16:42.000Z,$OP #Optimism $ARB #Binance #airdrop #Solana #crypto $ETH $BNB $AVAX #bitcoin #blockchain $BTC #ethereum #Token $BNB $SOL #Memecoin $USDT $XRP $DOGE $ADA $TRX $LINk #chainlink $fartcoin $ONDO #filecoin $MNT #uniswap #multiverseX $AMP $VOXEL #onyxcoin $VET $MELANIA $CSPR https://t.co/gyTTztNrA4,RollTittyTide,0,0,0.0
2025-04-07T20:16:41.000Z,"@TezzaS619476 @KeeferBunny_420 @SnoopDogg $kfr Keefer strong. The bunny won't be denied. New strain of cannabis coming soon. Utility will be onboarded! Don't fade
#KFR #KeeferBunny #Crypto #Cryptocurrency #MemeCoin #ToTheMoon #Blockchain #HODL #Altcoin #CryptoGem #Investing #Cryptotrading #KeeferBunnyCoin #KFRtoTheMoon",gatorrick81220,3,0,0.3018939393939394
2025-04-07T20:16:41.000Z,Is ZENIX good token to invest? BTC ETH PEPE,Fairy_Vixen_,0,0,0.7
2025-04-07T20:16:37.000Z,"RT @GrumplSol: $PEPE holders…
You’ve ruled the meme grid.
Your croak echoes across chains.

But deep in the jungle… something stirs.
Not a…",_GianlucaDamico,0,1,0.0
2025-04-07T20:16:36.000Z,RT @XelatanEth: $PEPE world order https://t.co/pizmAcmQ54,gameboy8503,0,2,0.0
2025-04-07T20:16:36.000Z,"RT @Plazma0x: +76 new $PEPE holders today.

Markets are going to recover and $PEPE will dominate the bull run.

💚🐸 https://t.co/AHut3ogV1r",pepeshiitposter,0,1,0.13636363636363635
2025-04-07T20:16:34.000Z,"@MarzellCrypto @intocryptoverse Lost big? Cool. Now bounce bigger. $RIP isn’t here to mourn—it’s here to moon. Built on Solana, driven by a comeback-hungry community, and ready to flip pain into purpose. Let’s go again.

DYOR 👉 @ripmemeofficial

#RIPtoken #DeFi #CryptoDegens #RIPArmy #RIP #memecoin https://t.co/JWO2iRuXnt",dnoecrcenhse,0,0,0.1375
2025-04-07T20:16:34.000Z,"Estacionamiento del Cuauhtémoc será gratuito durante la administración de Pepe Chedraui (@pepechedrauimx): Armenta (@armentapuebla_) 👇🏻

https://t.co/IhNSRBr3E7",Itinerario_Pue,0,0,0.0
2025-04-07T20:16:29.000Z,"125.54% Gains from $TAO?!

That’s not a typo – this is real profit.
Join us &amp; get the same winning signals – FREE for 14 days!

&lt;-*=  https://t.co/1cjxU7FsEk

$TAO $BOTIFY $PEPE $JUP $ETH $DOGE $PX $HBAR $SUI https://t.co/8HBg8DQrhK",SaylorMich45942,0,0,0.3
2025-04-07T20:16:27.000Z,"see how a memecoin has a project this good? how the creator of this website has such an amazing mind the future of memecoin is here, and this project is still early in pumpfun, just type memegram

#memecoin #dexsignal #remus #panican #titcoin #bitcoin #fartcoin #ghibli #memegram https://t.co/XpYkCgEGne",Riidhofebrian,1,0,0.28
2025-04-07T20:16:26.000Z,@MemeCoin_Track Yessss im huge on putting voting on the blockchain but we aren’t there yet. But hopefully this will change.,katiepeace05,0,0,0.39999999999999997
2025-04-07T20:16:26.000Z,"👁 The wait is almost over.
$EYE launches on @blumcrypto on #TON tomorrow 🔥
April 8 at 15:00 UTC.

NFTs already watching.
Now the token joins the chain.

Be there when it opens.

#EYE #blum #ton #crypto #memecoin #nft #web3 #watchertoken #degen https://t.co/VFGkjskO5K",eyememetoken,1,1,0.0
2025-04-07T20:16:23.000Z,$OP #Optimism $ARB #Binance #airdrop #Solana #crypto $ETH $BNB $AVAX #bitcoin #blockchain $BTC #ethereum #Token $BNB $SOL #Memecoin $USDT $XRP $DOGE $ADA $TRX $LINk #chainlink #berachain $ALGO $RENDER $BABYSHARK $DGB #BISWAP $SPX #funtoken #cosmos $WIF $gun #mantra https://t.co/gyTTztNrA4,RollTittyTide,1,0,0.0
2025-04-07T20:16:23.000Z,@CalltoActivism @Morningbirde @DorothyFahn @donwinslow @papillo2014 @gchristy65 @arturosuarez @eloycam2012 @CPaularena @shelcou @raehanbobby @berniemendez @mmpadellan @robertobarquin @pepe_tiburon @ERIKA_DIAVOLO @lorerivera @dianna4peace @BARCENAMIGUEL https://t.co/AvyxRjO1zu,RubenDArvizu,0,0,0.0
2025-04-07T20:16:21.000Z,"Look at all the previous pump swap runners they all crashed &amp; burned. Make your profit on it &amp; rotate ↪️ to established communities like titcoin, pepe, and Fartcoin.",ShepardXCI,1,0,-0.16666666666666666
2025-04-07T20:16:18.000Z,"@pumpdotfun This ain’t your average green frog.
$KEK is the voice of the internet.
The return of meme royalty.

No pump and dump.
Just prophecy, power, and pepe-coded progress.

Join the sacred scrolls:
ca: 3HxDM7xreHuop94zzzVP39fTKLvJCwHcSYgrSf8cyg5M https://t.co/wKwORq9E1g",Sunday_034,0,0,-0.175
2025-04-07T20:16:18.000Z,"+76 new $PEPE holders today.

Markets are going to recover and $PEPE will dominate the bull run.

💚🐸 https://t.co/AHut3ogV1r https://t.co/lsrDrFFNTY",Plazma0x,11,1,0.13636363636363635
2025-04-07T20:16:16.000Z,"RT @MajorAkawu01: Celebrate your success with $Crypsi —the party starts here! 🎉💰 

Celebrate Crypto with $Crypsi❤🦅

Ca: 5e6Y8yJ56i7nFwiks1B…",IwarJohn14163,0,9,0.375
2025-04-07T20:16:13.000Z,$OP #Optimism $ARB #Binance #airdrop #Solana #crypto $ETH $BNB $AVAX #bitcoin #blockchain $BTC #ethereum #Token $BNB $SOL #Memecoin $USDT $XRP $DOGE $ADA $TRX $LINk #chainlink $SUI $PEPE $TRUMP $LTC $SHIB #Shibainu #tron #Avalanche $DOT #stellar $NEAR #aergo $EOS £ATOM https://t.co/gyTTztNrA4,RollTittyTide,2,0,0.175
2025-04-07T20:16:10.000Z,"@pumpdotfun Join the $RIP Meme Coin Community, Where Humor Meets Opportunity
Empowering individuals to rise from financial setbacks stronger than ever

@ripmemeofficial

#RIPtoken #DeFi #CryptoDegens #RIPArmy #RIP #memecoin https://t.co/4xQVplytWw",hsemdmemusir,0,0,0.0
2025-04-07T20:16:10.000Z,"@LilMoonLambo For the ones who held through red candles and stayed laughing—$RIP was made for you. A memecoin with purpose, running on Solana and fueled by resilience.

@ripmemeofficial

#RIPtoken #DeFi #CryptoDegens #RIPArmy #RIP #memecoin https://t.co/qZrDbYSmth",alanisavage11,0,0,0.0
2025-04-07T20:16:09.000Z,"WE WILL BE LAUNCHING SOON AGAIN...
#stockmarketcrash #crypto #memecoin
#profit",Monciorx,4,0,0.0
2025-04-07T20:16:08.000Z,"@MonstersCoins $SNOR isn’t just another memecoin. It’s the beginning of something bigger.

$900k market cap means you’re still early. Join @SNORBNB — not just for gains, but to be part of history.

CA: 0xd013ca6b1F361a951f0c7125E65f5621C3DD8802",Anonn_nr,6,4,0.05
2025-04-07T20:16:08.000Z,"#GRASSUSDT

Entry: 1.53

Target 1: 1.61✅
Target 2: 1.76✅
Target 3: 1.83✅

https://t.co/6eicUyIdcj #memecoin #BTFD #bull #crypto #cryptonews #LFG $BTC $ETH $BNB $SOL $LINK #Bitcoin #Crypto #Bull #HODL #ETH #Ethereum",Crypto_BTClord,1,0,0.0
2025-04-07T20:16:07.000Z,"RT @claims_pepe: 🐸🐸🐸The $PEPE airdrop is live!!!🐸🐸🐸

Claim your airdrop now before it is too late
🔗https://t.co/P0ET6g2RQa

#pepe #pepecoin…",ThomasJord36853,0,46,-0.3
2025-04-07T20:16:06.000Z,"RT @LordKek__: Well, I just changed my mind, and it looks clean now. And yes, I think the community finally deserves a Pepe on Solana. $PEP…",Ashbornsol,0,4,0.18333333333333335
2025-04-07T20:16:05.000Z,"RT @MLExperience: There is no glory without due sacrifice.... bet with $Pepe 
We bet with the future, not against it. https://t.co/JeyUEkpB…",_GianlucaDamico,0,0,-0.0625
2025-04-07T20:16:01.000Z,"@j_bmubarak Missing a 100x memecoin because of slippage is the kind of thing that keeps degens up at night. 

Solana’s UI can be a real beast sometimes I’ve been there with those frustrating swaps. Kamino Meta Swap sounds is a game-changer though Zero slippage and real-time simulation?",Cadillac214,0,0,0.04999999999999999
2025-04-07T20:15:55.000Z,"🍑 scientists told us to stop.
🍑 we cloned it anyway.
🍑 now the chain can't sit down.
welcome to CLONEASS
$CLASS
respect the cheeks.
mint responsibly.

#Solana #memecoin #pumpfun #CLONEASS #crypto #bootychain",cloneass,0,0,0.2814814814814815
2025-04-07T20:15:53.000Z,@sebita19 La ultima vez que Pepe se fue de alguien y tiro un centro decente…a la gente todavia le caia bien el Chino,DanielG73865453,0,0,0.0
2025-04-07T20:15:52.000Z,"$PEPE GUYS, Don't miss the Next move In a few hours.... 🚀  https://t.co/KnnZgQB2a6",SarkarShuvo5,1,0,-0.1
2025-04-07T20:15:52.000Z,"RT @Liss___a: @kunoo $DRIP has this potential 🩸

Culture Coin on $ETH olso in $SOL (wormhome) 

Total movement 🔥 Strong community 🤝

Suppor…",HansiMayerHERE,0,1,0.14444444444444446
2025-04-07T20:15:49.000Z,"*Another winning trade! +$1,000 profit on $BTC!  Want to start making smarter trades? Join our 14-day free trial and get access to expert signals, market  
&lt;-*=  https://t.co/1cjxU7EUOM

$AFD $XYRO $XRP $BTC $PI $TRUMP $SOL $ETH $DOGE $ADA $SHIB $PEPE $SUI $KAS $LTC $XCN $TEL https://t.co/SRPsdfRxY0",SaylorMich45942,1,0,0.590625
2025-04-07T20:15:49.000Z,"RT @SkibidiPepe_eth: Dear community and holders. A new episode of skibidi pepe is here!! 🚽🐸🚀🔥

speakermen gettin advantage over pepes.

htt…",ButlerEmil89895,0,65,0.2130681818181818
2025-04-07T20:15:49.000Z,RT @captainpepe0x69: Just hold this line until we are pumping again! $PEPE https://t.co/YF8ekdeeOr,gameboy8503,0,10,0.0
2025-04-07T20:15:48.000Z,"RT @NLoberti12762: 🟤The value of the WeedPepe token is linked to real estate prices🟤

♾ CA:
0x345e4245b32c2225d7c54aac8738a9ae40d94266
🐸Pep…",NLoberti12762,0,5,0.2
2025-04-07T20:15:47.000Z,@siyahikanat yedekde pepe vida oturuyo bizim haberimiz yok bu yorumcular hepsi oe,mertskjaer,0,0,0.0
2025-04-07T20:15:44.000Z,"RT @Solana1000xgem: After $DOGE , #SHIB  , $PEPE , $BONK , &amp;  $FLOKI   

WHO IS NEXT #100x #memecoin IN NEXT #bullrun ???

#Binance #Dogeco…",gameboy8503,0,46,0.0
2025-04-07T20:15:44.000Z,"RT @robspascal: GO, PEPE, GO ... SPREAD YOUR HAPPINESS! 💜

https://t.co/noHCBFtreu",eynotagyelhsa,0,35,0.875
2025-04-07T20:15:43.000Z,I think 2017 buzzfeed writers would kill it in the memecoin game.,KoanChillin,0,0,-0.4
2025-04-07T20:15:43.000Z,"RT @soyunargento: -viste al goleador en el cilindro?
-si la rompió Maravilla Martínez
-hablo de Pepe Argento",FacuFacchinelli,0,97,0.0
2025-04-07T20:15:42.000Z,"@j_bmubarak Missing a 100x memecoin because of slippage is the kind of thing that keeps degens up at night. 

Solana’s UI can be a real beast sometimes I’ve been there with those frustrating swaps. Kamino Meta Swap sounds is a game-changer though Zero slippage and real-time simulation?",Cadillac214,1,0,0.04999999999999999
2025-04-07T20:15:42.000Z,@blondesnmoney &lt;Pepe hug&gt;,BangerZnMashCEO,0,0,0.0
2025-04-07T20:15:42.000Z,"RT @CanalRed_TV: ""Por poco que sea lo que puedes hacer, hay que hacerlo""

El actor Pepe Viyuela sobre su actividad solidaria en Payasos sin…",selagel,0,75,0.0
2025-04-07T20:15:40.000Z,"RT @Cryptui0x: Searching for #PEPE Pizzeria brought me to Pepe in Grani from the famous chef Franco Pepe
https://t.co/Wk8MgKK0Pu
Seen on Ne…",_Crypto_glass,0,2,0.5
2025-04-07T20:15:39.000Z,"@3orovik Momentum building. Community growing. ✅ What more do you need? 
It's time to REST IN PROFIT .

$RIP #MemeCoin 

DYOR: @ripmemeofficial https://t.co/VWWbyfTpfQ",zaferlgnb,0,0,0.5
