date,content,username,likes,retweets,sentiment
2025-04-07T17:06:48.000Z,"#CryрtoРump🔥

➜ https://t.co/xHEHdAu9JZ

📈 Make 150-250% within MINUTES! 🚀

cYQCUk3m @CalliopeSh48903 @MENEKE14564017 @theH8ful8 @skysimp @6zrJ00ExD5098c @xNumberGuy @Shifad28686432 @Chidiebube52898 @humanbaek12 @LITHINA54238238 @AI_Pepe_TON",MiguelBish70781,0,0,0.0
2025-04-07T17:06:48.000Z,"#CryрtoРump🔥

➜ https://t.co/YDFi3aD38l

📈 Make 150-250% within MINUTES! 🚀

4UQlgXKB @PerrineOrlando @kaktushNft @df_dts @Shahzad_91 @NftTsurupo50259 @Mack17308567993 @GY33691 @samuraipapasan @campello_pepe @asmasaad100 @naimhasan01305",miguel_tur45950,0,0,0.0
2025-04-07T17:06:48.000Z,"#CryрtoРump🔥

➜ https://t.co/BEUGtlEnAG

📈 Make 150-250% within MINUTES! 🚀

EqjNWluC @ArturAndersen @Honkamoto1775 @loc_koai @Pepe_Muller147 @RvjxT @pigaddle @kaja24826210 @GobangBang6 @arsmacindha @theblackmaskguy @AlshrBy91865",DerrickBar64873,0,0,0.0
2025-04-07T17:06:45.000Z,"#MOONme🔥

make 200-300% per WEEK!🌐🌌🎉

🎁Welcome: https://t.co/AbAQ4vFD8U

osTD27Wu @UbaydiSurush @arbstein @kjfangirls @RogerAiresDeAl1 @DanWelbourne__ @ROHITKU55866817 @RasulovXik45370 @shivsaxena636 @TriciaEurt1 @frankly_pepe",vickie22657902,0,0,0.0
2025-04-07T17:06:43.000Z,"$1,773.07%+ profit on $ONDO – just another day with our expert alerts!
14-Day FREE trial = Zero risk, all reward!

&lt;_\&lt;  https://t.co/x97eElOROR

$BTC $ETH $SHIB $SOL $ADA $KAS $PEPE $XCN https://t.co/taD6aa6vgM",CookPitter48744,0,0,0.5
2025-04-07T17:06:43.000Z,"RT @Tu76477284: @JakeGagain More than a community. More than a cult. We are family. $APE FAMILY 

CTO Support DEV $PEPE OG 

https://t.co/e…",diamondtears369,0,10,0.5
2025-04-07T17:06:43.000Z,"#FARTCOIN LIMIT LONG TRADE

ENTRY: 0.4717 

TARGETS: 0.529 - 0.74

STOPLOSS: 0.4485

$SOL $BONK $POPCAT $DOGE $SHIB $PEPE $GIGA

Follow us on Telegram for FREE instant Crypto Signals🚀👇
https://t.co/WbIsyh5lGX https://t.co/Sp8mFz4c68",JudeI46418,0,0,0.11666666666666668
2025-04-07T17:06:39.000Z,"Watch full video on the YouTube, live stream every Sunday! NOT FINANCIAL ADVICE ‼️ Find more here https://t.co/TeDFTrAfPI #truthetrader #elcarotrade #trading #bitcoin #crypto #btc #eth #sol #pepe #doge #stockmarket #marketcrash #xrp #fyp #viral https://t.co/oJgCL734La",Elcarotrade,0,0,0.2551136363636364
2025-04-07T17:06:36.000Z,"#CryрtoРump🔥

➜ https://t.co/RRd7eU6Y4j

📈 Make 150-250% within MINUTES! 🚀

p4LKkmXU @e_eolmetaeerse @Imran6110 @DinoOCore @MrZ_MemeCoin @julienphotonft @jeongseongjo1 @lydipeck @sarahbickett @ademandalaa @zm_1ax @Ellieouth83",AbramsonCo37157,0,0,0.0
2025-04-07T17:06:36.000Z,"#CryрtoРump🔥

➜ https://t.co/nEaZmRV3dk

📈 Make 150-250% within MINUTES! 🚀

wgA23Yjp @adellviegg @Maria5177030272 @RadimCaganek1 @HGhanaty @Fazzypotter @curlsonsol @fernando_tucto @Seoul_Pepe @MinaArthur @SPerkins43219 @Muhamme92579916",SeanGoodma61406,0,0,0.0
2025-04-07T17:06:35.000Z,"RT @PlanXGameWallet: 🚀 PlanX Wallet’s $PEPE Red Envelope Giveaway is LIVE! 🎉💰
🔥 38 MILLION $PEPE given away DAILY! Want in? Here’s how:
✅ C…",LZf9xR7HbzxZddD,0,3121,0.056818181818181816
2025-04-07T17:06:28.000Z,@LILMANX_ @coinbase @binance @MemeCatsXYZ @meme @solana @MEXC_Official @Bybit_Official @DegenMemeCalls @memecoin_calls @axh_crypto Do you want promotion on my account in suitable price 🚀,UK_Community1,0,0,0.55
2025-04-07T17:06:27.000Z,"RT @chad9793: You must recognize the reality of #MEMECOIN

Let's use data to see what happened to some popular meme representatives

$SHIB…",ocidnoglulu,0,2,0.6
2025-04-07T17:06:26.000Z,"RT @CryptoThro: After $DOGE , #SHIB  , $PEPE , $BONK , &amp;  $FLOKI   

WHO IS NEXT #100x #memecoin IN NEXT #bullrun ???

#Binance #Dogecoin #…",garry28flint,0,28,0.0
2025-04-07T17:06:26.000Z,"The one and only answer is #buckazoisds ₿

#TheBitcoinOfMemes
#HistoryInTheMaking

#Bitcoin #Doge #Shib #Pepe https://t.co/8DerJXzSFE",NerinJr,0,0,0.0
2025-04-07T17:06:26.000Z,"RT @tubadmr789: $PEON cu Kankalarım buraya.
💌Beni Takip Et
🤖Gönderimi Beğen/Rt
🗨Ben de sizleri Takip edip tüm gönderilerinize destek olacağ…",Faikartes,0,5,0.0
2025-04-07T17:06:25.000Z,"@ignasi1714 @pepe__domingo Empezaron bien tu nombre, pero no lo acabaron bien Ign-orante",joseluisadsl,0,0,0.0
2025-04-07T17:06:20.000Z,"RT @Srkneth06: You’ll receive 50000000000

50000000000 $PEPE (2.15 ETH) each to the first 4900 people who follows and retweets pinned 📌 pos…",flintLoko,0,4,0.25
2025-04-07T17:06:19.000Z,@0xDutch_ sounds like a job for a memecoin,AltcoinMage,0,0,0.0
